latitude,longitude
12.889791,77.453839
12.889681,77.453698
12.889545,77.453525
12.889394,77.453345
12.889294,77.453235
12.889073,77.4531
12.888944,77.452899
12.888817,77.452795
12.888661,77.452671
12.888544,77.452578
12.888371,77.45244
12.88821,77.452311
12.888045,77.45218
12.887918,77.452079
12.887794,77.451979
12.887602,77.451827
12.887467,77.451719
12.887308,77.451592
12.887103,77.45148
12.886989,77.451389
12.886876,77.451298
12.886711,77.451116
12.886578,77.451011
12.886411,77.450877
12.88626,77.450757
12.886116,77.450642
12.88593,77.450545
12.885768,77.450413
12.885661,77.450279
12.885511,77.45016
12.885366,77.450044
12.8852,77.449959
12.88504,77.449832
12.884884,77.449707
12.884726,77.449581
12.88459,77.449425
12.88442,77.449338
12.88426,77.44921
12.884103,77.449089
12.88395,77.448973
12.883782,77.448856
12.883617,77.448741
12.883444,77.448635
12.883319,77.448492
12.883128,77.448439
12.882999,77.448301
12.882826,77.448197
12.882653,77.448144
12.88251,77.448007
12.882354,77.447914
12.882173,77.447855
12.882043,77.447727
12.881862,77.44767
12.881702,77.447575
12.881541,77.44748
12.881383,77.447388
12.881226,77.447296
12.881107,77.447164
12.880951,77.447071
12.880806,77.446984
12.880653,77.446892
12.880501,77.446801
12.880367,77.446721
12.880208,77.446623
12.880069,77.446537
12.879928,77.44645
12.879778,77.446357
12.879637,77.44627
12.879495,77.446182
12.879333,77.446081
12.879189,77.445992
12.879037,77.445898
12.878895,77.445809
12.878738,77.445779
12.878603,77.445628
12.878451,77.445534
12.8783,77.445441
12.878156,77.445352
12.87801,77.445261
12.877863,77.445166
12.87771,77.445067
12.877561,77.444969
12.877404,77.444867
12.877253,77.444769
12.877098,77.444669
12.876966,77.444585
12.876803,77.444478
12.876649,77.444372
12.876505,77.444265
12.87636,77.444149
12.876223,77.444035
12.876078,77.443906
12.87594,77.443776
12.875798,77.443635
12.875661,77.443497
12.875522,77.443358
12.875397,77.443227
12.875255,77.443068
12.875115,77.442906
12.874989,77.442755
12.874803,77.44262
12.874684,77.442448
12.874559,77.442281
12.87443,77.442115
12.874322,77.441933
12.874164,77.441772
12.874038,77.441609
12.873899,77.441429
12.873818,77.441208
12.873631,77.441084
12.873552,77.440866
12.87342,77.440699
12.873282,77.440526
12.873154,77.440355
12.873021,77.440193
12.872887,77.440045
12.872731,77.439889
12.872582,77.439755
12.87242,77.439622
12.872262,77.439505
12.872092,77.439391
12.871922,77.43929
12.87175,77.439198
12.871572,77.439114
12.871392,77.439038
12.871217,77.438967
12.871041,77.438891
12.870869,77.438817
12.870674,77.438803
12.870513,77.438662
12.870321,77.438579
12.87015,77.438505
12.869969,77.438426
12.869793,77.43835
12.869605,77.438268
12.869423,77.438189
12.869235,77.43811
12.869052,77.438033
12.868861,77.437953
12.86868,77.437877
12.86849,77.437797
12.868306,77.43772
12.868115,77.43764
12.867913,77.437555
12.867725,77.437476
12.867534,77.437394
12.867344,77.437296
12.867163,77.437192
12.866974,77.437087
12.866792,77.436974
12.866618,77.436847
12.866442,77.436709
12.866276,77.436577
12.866105,77.436434
12.865938,77.436294
12.865781,77.436152
12.865603,77.435989
12.865458,77.435858
12.865299,77.435732
12.865142,77.435607
12.86499,77.43548
12.864838,77.435353
12.864692,77.435231
12.864547,77.43511
12.864406,77.434992
12.864266,77.434875
12.864129,77.434761
12.863996,77.43465
12.863863,77.434538
12.863736,77.434426
12.863608,77.434313
12.863492,77.43421
12.863364,77.434098
12.863243,77.433991
12.863117,77.433881
12.862993,77.433776
12.862857,77.433678
12.862729,77.433585
12.862591,77.433485
12.862463,77.433388
12.862337,77.433288
12.862213,77.433189
12.862091,77.433093
12.861961,77.432989
12.861851,77.432897
12.86175,77.43281
12.861658,77.43273
12.86157,77.432654
12.861489,77.432584
12.861422,77.432526
12.861345,77.43246
12.861279,77.432403
12.861208,77.432342
12.861145,77.432288
12.86108,77.432231
12.861016,77.432176
12.860957,77.432125
12.860896,77.432073
12.860848,77.432031
12.860803,77.431993
12.860761,77.431957
12.860736,77.431935
12.860703,77.431906
12.860658,77.431871
12.860633,77.431852
12.860609,77.431834
12.860612,77.431836
12.860612,77.431836
12.860605,77.431831
12.860609,77.431834
12.860608,77.431833
12.860612,77.431836
12.86061,77.431835
12.860608,77.431833
12.860611,77.431836
12.860608,77.431833
12.860609,77.431834
12.860617,77.43184
12.86061,77.431834
12.86061,77.431835
12.860609,77.431834
12.860608,77.431833
12.860609,77.431834
12.860617,77.43184
12.860611,77.431835
