latitude,longitude
12.595661,77.055144
12.595739,77.0554
12.595815,77.055653
12.595887,77.055889
12.595951,77.056101
12.596015,77.056311
12.59607,77.056492
12.596129,77.056688
12.596185,77.056875
12.596243,77.057065
12.5963,77.057252
12.596357,77.05744
12.596417,77.057638
12.596482,77.057852
12.596548,77.058071
12.596619,77.058305
12.596691,77.058543
12.596766,77.05879
12.596842,77.059043
12.596918,77.059293
12.596998,77.059558
12.597076,77.059815
12.597152,77.060067
12.597228,77.060317
12.59731,77.060589
12.59739,77.060851
12.597474,77.061128
12.597557,77.061401
12.597643,77.061687
12.597732,77.061979
12.597816,77.062259
12.5979,77.062535
12.597981,77.062814
12.59806,77.063091
12.598138,77.063364
12.598216,77.063636
12.598293,77.063906
12.59837,77.064178
12.598448,77.064449
12.598525,77.064721
12.598602,77.064992
12.598676,77.06525
12.598752,77.065517
12.598828,77.065782
12.598903,77.066045
12.598979,77.066311
12.599053,77.066571
12.599128,77.066836
12.599201,77.067089
12.599272,77.067338
12.599342,77.067584
12.599413,77.067833
12.599664,77.068013
12.599736,77.06826
12.599805,77.068496
12.599877,77.068744
12.599944,77.068973
12.600015,77.069215
12.600081,77.069442
12.600152,77.069683
12.600222,77.069923
12.600291,77.070159
12.60036,77.070395
12.600429,77.070632
12.600498,77.070869
12.60057,77.071112
12.600641,77.071358
12.600714,77.071606
12.600788,77.071857
12.600862,77.072111
12.600933,77.072356
12.601005,77.072599
12.601079,77.072853
12.601166,77.073091
12.601269,77.073326
12.601374,77.073562
12.601476,77.073794
12.601586,77.074022
12.601716,77.074239
12.601844,77.074453
12.601974,77.07467
12.602099,77.074878
12.602238,77.075094
12.602401,77.075269
12.602566,77.075444
12.602729,77.075618
12.602894,77.075794
12.603053,77.075963
12.603224,77.076146
12.603384,77.076316
12.603554,77.076497
12.603723,77.076671
12.60391,77.076834
12.604098,77.076998
12.604292,77.077167
12.604483,77.077334
12.604679,77.077505
12.604874,77.077675
12.605069,77.077845
12.605259,77.078011
12.605447,77.078175
12.605639,77.078343
12.605741,77.078631
12.606032,77.078685
12.606129,77.078971
12.60632,77.079138
12.606516,77.07931
12.60671,77.07948
12.606905,77.079651
12.607102,77.079824
12.607388,77.079877
12.607581,77.080047
12.607773,77.080216
12.607961,77.080381
12.608153,77.080549
12.608248,77.080825
12.608438,77.08099
12.608627,77.081154
12.608822,77.081323
12.609018,77.081494
12.60922,77.08167
12.609417,77.081843
12.609626,77.082025
12.609915,77.082092
12.610115,77.082268
12.610325,77.082453
12.610523,77.082627
12.610722,77.082802
12.610931,77.082985
12.611133,77.08316
12.611334,77.083337
12.611531,77.083513
12.611724,77.083686
12.611919,77.08386
12.612111,77.084032
12.612289,77.084191
12.612474,77.084359
12.612652,77.084514
12.612846,77.084682
12.613037,77.084847
12.613226,77.08501
12.613419,77.085177
12.613612,77.085344
12.613812,77.085517
12.614005,77.085685
12.614143,77.085942
12.614346,77.086114
12.614548,77.086285
12.614749,77.086454
12.61495,77.086625
12.61514,77.086799
12.615334,77.086982
12.615522,77.087159
12.615702,77.087328
12.615946,77.08742
12.61611,77.087596
12.616265,77.087763
12.616425,77.087935
12.616586,77.088108
12.616656,77.088358
12.616883,77.088476
12.617018,77.08867
12.617153,77.088864
12.617291,77.089061
12.617385,77.089307
12.617561,77.089468
12.61768,77.089684
12.617798,77.089897
12.617912,77.090105
12.618035,77.090328
12.618153,77.090543
12.618272,77.090758
12.618386,77.090964
12.618502,77.091176
12.618619,77.091388
12.618738,77.091598
12.618872,77.091807
12.61901,77.092022
12.619151,77.092225
12.619304,77.092426
12.619461,77.092633
12.619612,77.092831
12.619707,77.093064
12.619926,77.093244
12.620083,77.093452
12.620243,77.093662
12.620398,77.093866
12.620552,77.094063
12.620707,77.094255
12.620867,77.094451
12.621018,77.094636
12.621174,77.094828
12.621324,77.095013
12.621473,77.095197
12.621622,77.095381
12.621777,77.095572
12.621925,77.095754
12.622078,77.095942
12.622222,77.096119
12.622376,77.09631
12.622524,77.096491
12.622668,77.096673
12.62281,77.09686
12.622951,77.097045
12.623096,77.097235
12.623232,77.097414
12.623377,77.097617
12.623485,77.097805
12.623596,77.098002
12.623702,77.098188
12.623801,77.098361
12.623898,77.098532
12.623986,77.098687
12.624065,77.098824
12.624132,77.098943
12.624201,77.099065
12.624257,77.099161
12.624306,77.099248
12.624345,77.099318
12.624381,77.099382
12.624402,77.09942
12.624424,77.09946
12.624437,77.099483
12.624456,77.099517
12.624475,77.09955
12.624495,77.099585
12.624517,77.099626
12.624542,77.09967
12.624572,77.099724
12.624609,77.09979
12.624772,77.099777
12.624809,77.099842
12.624854,77.099921
12.624908,77.100018
12.624962,77.100142
12.624985,77.100256
12.625007,77.100366
12.625147,77.100441
12.625211,77.100554
12.625281,77.100679
12.625359,77.100816
12.625434,77.100949
12.625519,77.101099
12.625598,77.10124
12.625682,77.101389
12.625765,77.101538
12.625849,77.101686
12.625931,77.101833
12.626017,77.101986
12.6261,77.102134
12.626189,77.102294
12.626275,77.102445
12.626232,77.102689
12.626455,77.102766
12.626413,77.103012
12.626506,77.103178
12.626729,77.103254
12.626822,77.103421
12.626918,77.103592
12.627005,77.103747
12.627091,77.1039
12.62717,77.10404
12.62725,77.104182
12.627321,77.104309
12.62726,77.104518
12.62746,77.104569
12.627411,77.104778
12.627484,77.104902
12.627555,77.105033
12.62762,77.105167
12.627675,77.10528
12.627734,77.1054
12.627778,77.105502
12.627817,77.105616
12.62786,77.105737
12.627899,77.105848
12.628068,77.105914
12.628117,77.10604
12.628171,77.106188
12.62821,77.106302
12.628259,77.106441
12.628305,77.106575
12.628214,77.10678
12.628417,77.106896
12.628456,77.107008
12.628509,77.107159
12.628548,77.107292
12.628571,77.107374
12.628595,77.10746
12.628608,77.10751
12.628618,77.107546
12.628624,77.107566
12.628629,77.107586
12.62864,77.107626
12.628641,77.107629
12.628648,77.107656
12.628615,77.107719
12.628674,77.10776
12.628691,77.10784
12.628703,77.107893
12.628722,77.107979
12.628741,77.108066
12.628764,77.108171
12.628654,77.108297
12.628804,77.108386
12.628708,77.108525
12.628848,77.108626
12.628872,77.108757
12.628898,77.108897
12.628916,77.109037
12.628934,77.109173
12.628819,77.109334
12.628837,77.109487
12.628992,77.109627
12.62901,77.109775
12.629023,77.109937
12.629036,77.110103
12.629049,77.110269
12.629061,77.110424
12.629071,77.110582
12.62908,77.110726
12.629088,77.110871
12.629096,77.111017
12.629104,77.111157
12.629111,77.111281
12.629119,77.111416
12.629127,77.111555
12.629144,77.111689
12.629162,77.111841
12.62918,77.111978
12.629208,77.112133
12.629234,77.11228
12.629271,77.112425
12.629309,77.112566
12.629353,77.112726
12.629407,77.112882
12.629463,77.113032
12.629527,77.113186
12.6296,77.11333
12.62967,77.11347
12.629745,77.113617
12.629814,77.113752
12.629885,77.113891
12.629958,77.114015
12.630036,77.114163
12.630136,77.114316
12.630143,77.11454
12.630337,77.114634
12.630437,77.114794
12.630538,77.114953
12.630638,77.115113
12.630749,77.115291
12.63086,77.115467
12.630966,77.115635
12.631079,77.115816
12.631189,77.115991
12.631302,77.116171
12.631411,77.116344
12.631526,77.116527
12.631633,77.116699
12.631743,77.116874
12.631848,77.117039
12.631959,77.117211
12.632071,77.117385
12.632181,77.117557
12.63229,77.117725
12.632395,77.117889
12.632393,77.118134
12.63261,77.118229
12.632715,77.118397
12.632711,77.118636
12.632818,77.118804
12.632925,77.118974
12.633034,77.119147
12.633144,77.119321
12.633258,77.119501
12.633366,77.119672
12.633475,77.119845
12.633586,77.120019
12.633702,77.120202
12.633812,77.120378
12.633926,77.120561
12.634039,77.12074
12.634135,77.120895
12.634227,77.121041
12.634316,77.121183
12.634397,77.121312
12.634485,77.121453
12.63457,77.121589
12.634662,77.121737
12.634755,77.121885
12.634846,77.12203
12.634933,77.122169
12.635006,77.122298
12.635076,77.122426
12.635251,77.122482
12.635197,77.122665
12.63537,77.12272
12.635315,77.122901
12.635368,77.123018
12.635426,77.123158
12.635482,77.123294
12.635538,77.12345
12.635589,77.123591
12.63564,77.123731
12.635687,77.123862
12.635731,77.123992
12.635775,77.124125
12.63582,77.12426
12.635868,77.124401
12.635916,77.124544
12.635963,77.124686
12.636017,77.124852
12.636065,77.124996
12.636116,77.125161
12.636163,77.125316
12.636209,77.125471
12.636248,77.12563
12.636289,77.125793
12.636331,77.125965
12.636372,77.126141
12.63641,77.126314
12.636452,77.1265
12.636493,77.126685
12.636529,77.126855
12.636565,77.12704
12.636598,77.127203
12.636632,77.127377
12.636665,77.12754
12.636699,77.12771
12.636734,77.12789
12.636768,77.12806
12.636803,77.128233
12.636838,77.12841
12.636874,77.128593
12.636911,77.128779
12.636945,77.128949
12.63698,77.129124
12.637014,77.129298
12.63705,77.129469
12.637083,77.129628
12.637116,77.129788
12.637151,77.129952
12.637178,77.130082
12.637383,77.130154
12.637333,77.130346
12.637325,77.130347
12.637263,77.130486
12.637461,77.130544
12.637477,77.130654
12.637321,77.130761
12.637341,77.130859
12.637516,77.130933
12.637532,77.131046
12.637408,77.131177
12.63743,77.131282
12.637454,77.131395
12.637478,77.131513
12.637503,77.13163
12.637529,77.131754
12.637556,77.131882
12.637584,77.132015
12.637612,77.132151
12.637642,77.132291
12.637675,77.132448
12.637705,77.132594
12.637735,77.132735
12.637765,77.132878
12.637794,77.133016
12.637827,77.133175
12.637859,77.133328
12.637886,77.133457
12.637921,77.133622
12.637955,77.133784
12.637992,77.133961
12.63803,77.134144
12.638066,77.134317
12.638104,77.134495
12.63814,77.134671
12.638177,77.134845
12.63821,77.135012
12.63824,77.135186
12.638269,77.13535
12.638296,77.135536
12.638318,77.135707
12.638339,77.135879
12.638357,77.136053
12.638375,77.13622
12.63839,77.136393
12.638403,77.136552
12.638416,77.136723
12.638423,77.136883
12.638431,77.137045
12.638433,77.137193
12.638435,77.137359
12.638436,77.137513
12.638438,77.137668
12.63857,77.13782
12.638572,77.137972
12.638573,77.13811
12.638573,77.138238
12.638575,77.138373
12.63845,77.138511
12.638457,77.138661
12.638468,77.138815
12.638481,77.138974
12.638496,77.139114
12.638517,77.139273
12.638544,77.139424
12.638578,77.139592
12.638613,77.139732
12.638654,77.139892
12.638698,77.140051
12.638741,77.140209
12.638783,77.140364
12.638826,77.140516
12.638866,77.140661
12.638909,77.140808
12.638953,77.140954
12.638991,77.141077
12.639039,77.14123
12.639075,77.141348
12.639118,77.14149
12.639162,77.141631
12.639206,77.141775
12.639253,77.141927
12.639304,77.142094
12.639347,77.142234
12.639398,77.1424
12.639451,77.14257
12.639491,77.142702
12.639537,77.142851
12.639583,77.142999
12.639628,77.143146
12.639677,77.143306
12.639728,77.14347
12.639782,77.143645
12.639829,77.1438
12.639876,77.143955
12.639926,77.144121
12.639977,77.144292
12.640021,77.144453
12.640069,77.144632
12.640109,77.144791
12.640144,77.144945
12.640182,77.145111
12.640213,77.145273
12.64024,77.145424
12.64027,77.145594
12.640293,77.145722
12.640309,77.145813
12.64032,77.145877
12.64033,77.145931
12.640423,77.146037
12.640419,77.146038
12.640424,77.146037
12.640371,77.146161
12.640386,77.146238
12.640402,77.146318
12.640422,77.146424
12.640444,77.146538
12.640468,77.146658
12.640492,77.146782
12.640518,77.146917
12.640545,77.147061
12.640573,77.147204
12.640602,77.147352
12.640632,77.14751
12.640663,77.147669
12.640691,77.147814
12.640723,77.147983
12.640753,77.148144
12.640778,77.148286
12.640805,77.148441
12.640825,77.148596
12.640839,77.148728
12.640855,77.148867
12.640865,77.149007
12.640874,77.149134
12.640883,77.149265
12.64089,77.149367
12.640894,77.149451
12.640897,77.149517
12.640898,77.149548
12.640899,77.149579
12.6409,77.149596
12.640901,77.149622
12.640902,77.149654
12.640904,77.149696
12.640906,77.149745
12.640909,77.149812
12.640912,77.149886
12.640916,77.149976
12.640917,77.15002
12.640922,77.15014
12.640927,77.150238
12.640931,77.150348
12.641075,77.150435
12.640941,77.150587
12.640946,77.150696
12.640951,77.150833
12.640956,77.150956
12.640963,77.151088
12.640972,77.151223
12.640981,77.151354
12.640989,77.151487
12.641,77.151632
12.64101,77.151779
12.641027,77.151948
12.641049,77.152109
12.641075,77.152282
12.641105,77.152443
12.641136,77.152609
12.64117,77.152765
12.641209,77.152928
12.641249,77.153096
12.641414,77.153225
12.641459,77.153391
12.64138,77.153602
12.641425,77.153779
12.641473,77.153964
12.64152,77.154147
12.641566,77.154325
12.641739,77.154468
12.641793,77.154655
12.641846,77.154837
12.6419,77.155025
12.641964,77.15521
12.642027,77.155394
12.642088,77.155572
12.642158,77.15574
12.642227,77.155895
12.642286,77.15603
12.642227,77.156216
12.642401,77.156287
12.64234,77.156456
12.642502,77.156508
12.642445,77.15668
12.642498,77.156793
12.642552,77.156914
12.642604,77.157035
12.642658,77.15716
12.642706,77.157272
12.642749,77.157379
12.64291,77.157443
12.642866,77.157604
12.642937,77.157684
12.643008,77.157765
12.643072,77.157884
12.643106,77.157981
12.643131,77.158055
12.643152,77.158115
12.643166,77.158154
12.643176,77.158183
12.643183,77.158204
12.643192,77.158229
12.643068,77.1583
12.643208,77.158276
12.643226,77.158344
12.643223,77.158391
12.64322,77.158455
12.643217,77.158514
12.643213,77.158579
12.643209,77.158652
12.64321,77.158733
12.643239,77.158821
12.643274,77.158927
12.643315,77.159053
12.643358,77.159181
12.643403,77.159319
12.643449,77.15946
12.6435,77.159615
12.643551,77.159781
12.643594,77.159947
12.643634,77.160122
12.643676,77.160303
12.643708,77.160481
12.643728,77.160678
12.643746,77.160869
12.643761,77.161047
12.643767,77.161248
12.643772,77.161424
12.643778,77.161622
12.643784,77.161821
12.64379,77.162018
12.643796,77.162215
12.643802,77.162425
12.643808,77.162634
12.64367,77.162846
12.643676,77.16305
12.643683,77.163273
12.643834,77.163494
12.643841,77.163721
12.643847,77.163946
12.643854,77.16418
12.643873,77.164415
12.643892,77.16465
12.643915,77.164896
12.643937,77.165141
12.643964,77.165391
12.64399,77.165634
12.644028,77.165887
12.644067,77.166137
12.644107,77.166388
12.644149,77.166649
12.644076,77.166937
12.644126,77.167199
12.644175,77.167464
